0	0	1200
0	4	1124
0	8	1194
0	12	1142
0	16	1212
0	20	1214
0	24	1193
0	28	1223
0	32	1245
0	36	1312
0	40	1226
0	44	1319
0	48	1308
0	52	1253
0	56	1405
1	1	1432
1	5	1402
1	9	1416
1	13	1363
1	17	1375
1	21	1413
1	25	1356
1	29	1416
1	33	1369
1	37	1468
1	41	1440
1	45	1453
1	49	1475
1	53	1413
1	57	1422
2	2	1510
2	6	1436
2	10	1542
2	14	1513
2	18	1392
2	22	1465
2	26	1446
2	30	1457
2	34	1546
2	38	1435
2	42	1564
2	46	1654
2	50	1629
2	54	1748
2	58	1844
3	3	1928
3	7	2024
3	11	2018
3	15	2018
3	19	1952
3	23	1934
3	27	1998
3	31	1867
3	35	1937
3	39	1974
3	43	2072
3	47	2006
3	51	1909
3	55	1937
3	59	1885
4	0	1853
4	4	1914
4	8	1919
4	12	1914
4	16	1982
4	20	1892
4	24	2002
4	28	1959
4	32	1974
4	36	1943
4	40	1943
4	44	1897
4	48	1945
4	52	1948
4	56	1843
5	1	2028
5	5	1905
5	9	1967
5	13	2043
5	17	1986
5	21	2074
5	25	2060
5	29	1996
5	33	2001
5	37	2013
5	41	2044
5	45	1985
5	49	2044
5	53	1912
5	57	1928
6	2	1903
6	6	1989
6	10	1925
6	14	1947
6	18	1851
6	22	1894
6	26	1914
6	30	1922
6	34	1808
6	38	1825
6	42	1785
6	46	1769
6	50	1801
6	54	1866
6	58	1747
7	3	1791
7	7	1750
7	11	1736
7	15	1723
7	19	1723
7	23	1779
7	27	1734
7	31	1646
7	35	1736
7	39	1705
7	43	1771
7	47	1686
7	51	1648
7	55	1735
7	59	1738
8	0	1754
8	4	1785
8	8	1699
8	12	1831
8	16	1770
8	20	1738
8	24	1745
8	28	1782
8	32	1747
8	36	1812
8	40	1884
8	44	1725
8	48	1760
8	52	1776
8	56	1810
9	1	1776
9	5	1876
9	9	1839
9	13	1953
9	17	1960
9	21	1980
9	25	2012
9	29	2141
9	33	2006
9	37	2086
9	41	2042
9	45	2141
9	49	2095
9	53	2191
9	57	2255
10	2	2205
10	6	2265
10	10	2217
10	14	2271
10	18	2292
10	22	2312
10	26	2358
10	30	2427
10	34	2284
10	38	2410
10	42	2386
10	46	2417
10	50	2454
10	54	2424
10	58	2472
11	3	2370
11	7	2381
11	11	2318
11	15	2360
11	19	2374
11	23	2317
11	27	2405
11	31	2374
11	35	2274
11	39	2336
11	43	2354
11	47	2311
11	51	2344
11	55	2281
11	59	2366
12	0	2280
12	4	2266
12	8	2218
12	12	2187
12	16	2214
12	20	2238
12	24	2202
12	28	2256
12	32	2139
12	36	2230
12	40	2129
12	44	2182
12	48	2167
12	52	2158
12	56	2039
13	1	2028
13	5	2066
13	9	2008
13	13	1997
13	17	2002
13	21	1975
13	25	2026
13	29	1880
13	33	1864
13	37	1894
13	41	1754
13	45	1824
13	49	1891
13	53	1751
13	57	1768
14	2	1702
14	6	1818
14	10	1717
14	14	1657
14	18	1617
14	22	1682
14	26	1603
14	30	1644
14	34	1562
14	38	1539
14	42	1597
14	46	1531
14	50	1467
14	54	1384
14	58	1494
15	3	1462
15	7	1436
15	11	1324
15	15	1351
15	19	1293
15	23	1321
15	27	1206
15	31	1279
15	35	1192
15	39	1216
15	43	1222
15	47	1224
15	51	1192
15	55	1197
15	59	1149
16	0	1180
16	4	1153
16	8	1099
16	12	1068
16	16	1025
16	20	1015
16	24	1002
16	28	957
16	32	882
16	36	989
16	40	882
16	44	829
16	48	880
16	52	811
16	56	759
17	1	730
17	5	754
17	9	684
17	13	692
17	17	709
17	21	622
17	25	643
17	29	685
17	33	589
17	37	594
17	41	545
17	45	524
17	49	512
17	53	489
17	57	473
18	2	457
18	6	467
18	10	406
18	14	442
18	18	405
18	22	403
18	26	373
18	30	379
18	34	367
18	38	335
18	42	331
18	46	303
18	50	343
18	54	301
18	58	291
19	3	308
19	7	309
19	11	306
19	15	271
19	19	238
19	23	243
19	27	249
19	31	227
19	35	205
19	39	233
19	43	196
19	47	201
19	51	237
19	55	198
19	59	218
20	0	207
20	4	222
20	8	188
20	12	185
20	16	190
20	20	183
20	24	198
20	28	188
20	32	167
20	36	181
20	40	209
20	44	206
20	48	166
20	52	183
20	56	173
21	1	185
21	5	180
21	9	194
21	13	194
21	17	183
21	21	202
21	25	208
21	29	210
21	33	210
21	37	232
21	41	230
21	45	268
21	49	283
21	53	292
21	57	330
22	2	325
22	6	335
22	10	387
22	14	410
22	18	410
22	22	429
22	26	432
22	30	440
22	34	499
22	38	499
22	42	558
22	46	577
22	50	623
22	54	663
22	58	676
23	3	705
23	7	777
23	11	797
23	15	833
23	19	905
23	23	891
23	27	930
23	31	971
23	35	1016
23	39	1097
23	43	1077
23	47	1089
23	51	1097
23	55	1072
23	59	1183
0	1	1105
0	5	1208
0	9	1196
0	13	1137
0	17	1212
0	21	1186
0	25	1323
0	29	1256
0	33	1220
0	37	1235
0	41	1332
0	45	1293
0	49	1289
0	53	1376
0	57	1398
1	2	1416
1	6	1329
1	10	1426
1	14	1381
1	18	1409
1	22	1406
1	26	1415
1	30	1399
1	34	1408
1	38	1483
1	42	1494
1	46	1442
1	50	1408
1	54	1410
1	58	1505
2	3	1475
2	7	1506
2	11	1398
2	15	1427
2	19	1425
2	23	1458
2	27	1461
2	31	1508
2	35	1572
2	39	1561
2	43	1600
2	47	1567
2	51	1625
2	55	1781
2	59	1808
3	0	1888
3	4	1914
3	8	2073
3	12	2086
3	16	2023
3	20	2053
3	24	1870
3	28	1867
3	32	1942
3	36	1948
3	40	1908
3	44	1914
3	48	1946
