NULL	NULL	2522
0	0	17707
0	4	17277
0	8	17190
0	12	17126
0	16	17279
0	20	16869
0	24	17341
0	28	17490
0	32	17522
0	36	17370
0	40	17094
0	44	17387
0	48	17463
0	52	17123
0	56	17398
1	1	17249
1	5	17299
1	9	16873
1	13	16875
1	17	17221
1	21	17129
1	25	16941
1	29	16991
1	33	16792
1	37	17149
1	41	16998
1	45	17082
1	49	17010
1	53	16616
1	57	16633
2	2	17106
2	6	16389
2	10	16278
2	14	16616
2	18	16219
2	22	16085
2	26	16018
2	30	15890
2	34	16046
2	38	15806
2	42	16086
2	46	15952
2	50	16041
2	54	15996
2	58	16049
3	3	15946
3	7	16178
3	11	16445
3	15	16084
3	19	15796
3	23	15764
3	27	15733
3	31	15348
3	35	15418
3	39	15763
3	43	15683
3	47	15400
3	51	15156
3	55	15093
3	59	14878
4	0	15010
4	4	14686
4	8	14711
4	12	14667
4	16	14749
4	20	14502
4	24	14490
4	28	14372
4	32	13993
4	36	14225
4	40	14036
4	44	14099
4	48	14115
4	52	14172
4	56	14024
5	1	14338
5	5	14108
5	9	13637
5	13	14011
5	17	13845
5	21	13730
5	25	13744
5	29	13810
5	33	13994
5	37	13501
5	41	13793
5	45	13604
5	49	13648
5	53	13432
5	57	13279
6	2	13199
6	6	13569
6	10	13368
6	14	13517
6	18	13433
6	22	13405
6	26	13280
6	30	13178
6	34	13118
6	38	13137
6	42	12763
6	46	12683
6	50	12487
6	54	13202
6	58	12846
7	3	12928
7	7	12771
7	11	12611
7	15	12595
7	19	12699
7	23	12584
7	27	12417
7	31	12350
7	35	12436
7	39	12177
7	43	12257
7	47	12446
7	51	12162
7	55	12323
7	59	12533
8	0	12439
8	4	12189
8	8	11993
8	12	11991
8	16	11933
8	20	11948
8	24	11769
8	28	11754
8	32	11606
8	36	11717
8	40	12010
8	44	11800
8	48	11946
8	52	11903
8	56	11924
9	1	11881
9	5	12041
9	9	12170
9	13	12227
9	17	12015
9	21	12254
9	25	12342
9	29	12533
9	33	12173
9	37	12000
9	41	12172
9	45	12539
9	49	12674
9	53	12970
9	57	13167
10	2	13411
10	6	13100
10	10	13285
10	14	13581
10	18	13835
10	22	13674
10	26	13974
10	30	14243
10	34	14235
10	38	14255
10	42	14439
10	46	14709
10	50	14966
10	54	14816
10	58	15228
11	3	15114
11	7	15271
11	11	15395
11	15	15431
11	19	15511
11	23	15513
11	27	15871
11	31	15924
11	35	16056
11	39	16131
11	43	16693
