0	0	10105
0	4	9962
0	8	9808
0	12	9772
0	16	9834
0	20	9486
0	24	9808
0	28	9859
0	32	9866
0	36	9504
0	40	9646
0	44	9537
0	48	9627
0	52	9404
0	56	9453
1	1	9331
1	5	9253
1	9	9025
1	13	9051
1	17	9230
1	21	9051
1	25	9011
1	29	8977
1	33	8940
1	37	9079
1	41	8965
1	45	8882
1	49	8939
1	53	8650
1	57	8630
2	2	8793
2	6	8325
2	10	8263
2	14	8402
2	18	8140
2	22	7968
2	26	7984
2	30	7910
2	34	7757
2	38	7758
2	42	7785
2	46	7556
2	50	7472
2	54	7431
2	58	7304
3	3	7204
3	7	7115
3	11	7161
3	15	6886
3	19	6850
3	23	6743
3	27	6745
3	31	6498
3	35	6529
3	39	6545
3	43	6339
3	47	6312
3	51	6153
3	55	5990
3	59	5932
4	0	5985
4	4	5713
4	8	5635
4	12	5534
4	16	5377
4	20	5339
4	24	5191
4	28	5142
4	32	4761
4	36	4871
4	40	4697
4	44	4728
4	48	4619
4	52	4467
4	56	4409
5	1	4361
5	5	4301
5	9	3971
5	13	3989
5	17	3906
5	21	3598
5	25	3707
5	29	3669
5	33	3648
5	37	3370
5	41	3450
5	45	3376
5	49	3201
5	53	3154
5	57	3094
6	2	2933
6	6	2909
6	10	2790
6	14	2817
6	18	2699
6	22	2618
6	26	2496
6	30	2352
6	34	2380
6	38	2203
6	42	2175
6	46	2110
6	50	2005
6	54	2177
6	58	1976
7	3	1934
7	7	1798
7	11	1853
7	15	1771
7	19	1691
7	23	1524
7	27	1526
7	31	1513
7	35	1563
7	39	1401
7	43	1288
7	47	1394
7	51	1281
7	55	1212
7	59	1316
8	0	1184
8	4	1142
8	8	1170
8	12	1080
8	16	1086
8	20	1028
8	24	981
8	28	922
8	32	901
8	36	940
8	40	925
8	44	831
8	48	838
8	52	889
8	56	823
9	1	809
9	5	809
9	9	794
9	13	785
9	17	819
9	21	801
9	25	774
9	29	765
9	33	792
9	37	763
9	41	762
9	45	807
9	49	847
9	53	850
9	57	889
10	2	929
10	6	884
10	10	910
10	14	970
10	18	980
10	22	1038
10	26	1088
10	30	1004
10	34	1143
10	38	1170
10	42	1204
10	46	1311
10	50	1351
10	54	1421
10	58	1588
11	3	1628
11	7	1673
11	11	1709
11	15	1810
11	19	1871
11	23	1913
11	27	2068
11	31	2159
11	35	2276
11	39	2381
11	43	2560
11	47	2574
11	51	2852
11	55	3068
11	59	3062
12	0	3211
12	4	3078
12	8	3152
12	12	3132
12	16	3320
12	20	3506
12	24	3610
12	28	3708
12	32	3790
12	36	3871
12	40	4105
12	44	4295
12	48	4414
12	52	4604
12	56	4642
13	1	4764
13	5	4764
13	9	4810
13	13	4772
13	17	4792
13	21	4801
13	25	5098
13	29	4954
13	33	4878
13	37	4948
13	41	4969
13	45	5164
13	49	5323
13	53	5599
13	57	5526
14	2	5494
14	6	5531
14	10	5480
14	14	5227
14	18	5312
14	22	5371
14	26	5690
14	30	5419
14	34	5551
14	38	5464
14	42	5839
14	46	5891
14	50	5955
14	54	6165
14	58	6244
15	3	6251
15	7	6195
15	11	6206
15	15	6457
15	19	6301
15	23	6357
15	27	6398
15	31	6404
15	35	6707
15	39	6627
15	43	6945
15	47	6938
15	51	7190
15	55	7396
15	59	7763
16	0	7610
16	4	7569
16	8	7699
16	12	7848
16	16	7952
16	20	7733
16	24	8004
16	28	8083
16	32	8305
16	36	8193
16	40	8349
16	44	8544
16	48	8363
16	52	8463
16	56	8821
17	1	8532
17	5	8489
17	9	8673
17	13	8980
17	17	9242
17	21	8727
17	25	8780
17	29	8925
17	33	8850
17	37	9012
17	41	8792
17	45	8887
17	49	8964
17	53	8851
17	57	9109
18	2	8942
18	6	8778
18	10	8543
18	14	8480
18	18	8767
18	22	8574
18	26	8573
18	30	8567
18	34	8639
18	38	8554
18	42	8527
18	46	8806
18	50	8515
18	54	8736
18	58	8469
19	3	8564
19	7	8421
19	11	8617
19	15	8690
19	19	8589
19	23	8424
19	27	8608
19	31	8796
19	35	8271
19	39	8488
19	43	8720
19	47	8568
19	51	8565
19	55	8595
19	59	8711
20	0	8543
20	4	8610
20	8	8519
20	12	8501
20	16	8572
20	20	8285
20	24	8493
20	28	8382
20	32	8279
20	36	8215
20	40	8333
20	44	8314
20	48	8231
20	52	8368
20	56	8477
21	1	8222
21	5	8436
21	9	8304
21	13	8420
21	17	8536
21	21	8570
21	25	8849
21	29	8579
21	33	8665
21	37	8562
21	41	8630
21	45	8754
21	49	8894
21	53	8867
21	57	9001
22	2	8918
22	6	9122
22	10	9097
22	14	9231
22	18	9084
22	22	9307
22	26	9441
22	30	9331
22	34	9626
22	38	9569
22	42	9529
22	46	9598
22	50	10021
22	54	9794
22	58	10031
23	3	10072
23	7	10052
23	11	10180
23	15	10051
23	19	10030
23	23	9938
23	27	10176
23	31	10217
23	35	10074
23	39	10026
23	43	9992
23	47	10291
23	51	10082
23	55	10122
23	59	10256
0	1	10055
0	5	9965
0	9	9877
0	13	9885
0	17	9801
0	21	9571
0	25	10071
0	29	9796
0	33	9818
0	37	9639
0	41	9443
0	45	9801
0	49	9510
0	53	9457
0	57	9364
1	2	9373
1	6	8996
1	10	9220
1	14	9174
1	18	9280
1	22	9089
1	26	8789
1	30	9094
1	34	8908
1	38	8894
1	42	9031
1	46	8664
1	50	8677
1	54	8501
1	58	8750
2	3	8713
2	7	8210
2	11	8207
2	15	8286
2	19	8088
2	23	8139
2	27	7972
2	31	8101
2	35	7729
2	39	7675
2	43	7701
2	47	7589
2	51	7656
2	55	7744
2	59	7244
3	0	7258
3	4	7188
3	8	7170
3	12	7031
3	16	6842
3	20	6881
3	24	6710
3	28	6680
3	32	6694
3	36	6608
3	40	6384
3	44	6245
3	48	6306
3	52	5963
3	56	5947
4	1	5742
4	5	5720
4	9	5581
4	13	5517
4	17	5300
4	21	5306
4	25	5113
4	29	5050
4	33	4944
4	37	4733
4	41	4732
4	45	4750
4	49	4605
4	53	4488
4	57	4394
5	2	4391
5	6	4073
5	10	4067
5	14	3995
5	18	3795
5	22	3842
5	26	3632
5	30	3663
5	34	3494
5	38	3258
5	42	3509
5	46	3198
5	50	3181
5	54	3149
5	58	3136
6	3	3023
6	7	2800
6	11	2916
6	15	2785
6	19	2659
6	23	2533
6	27	2406
6	31	2360
6	35	2369
6	39	2218
6	43	2197
6	47	2165
6	51	2143
6	55	2194
6	59	2021
7	0	2052
7	4	1991
7	8	1841
7	12	1754
7	16	1756
7	20	1644
7	24	1512
7	28	1533
7	32	1515
7	36	1442
7	40	1383
7	44	1444
7	48	1340
7	52	1318
7	56	1202
8	1	1215
8	5	1178
8	9	1104
8	13	1053
8	17	1106
8	21	1033
8	25	965
8	29	986
8	33	919
8	37	970
8	41	882
8	45	845
8	49	869
8	53	854
8	57	822
9	2	871
9	6	796
9	10	755
9	14	796
9	18	852
9	22	767
9	26	772
9	30	740
9	34	751
9	38	759
9	42	757
9	46	805
9	50	881
9	54	910
9	58	870
10	3	907
10	7	820
10	11	907
10	15	937
10	19	951
10	23	1053
10	27	1070
10	31	1129
10	35	1084
10	39	1160
10	43	1217
10	47	1301
10	51	1404
10	55	1483
10	59	1480
11	0	1554
11	4	1596
11	8	1662
11	12	1727
11	16	1787
11	20	1776
11	24	2017
11	28	2062
11	32	2209
11	36	2278
11	40	2393
11	44	2599
11	48	2636
11	52	2892
11	56	2999
12	1	3076
12	5	3165
12	9	3257
12	13	3314
12	17	3484
12	21	3651
12	25	3585
12	29	3789
12	33	3772
12	37	3859
12	41	4165
12	45	4176
12	49	4370
12	53	4594
12	57	4724
13	2	4818
13	6	4881
13	10	4720
13	14	4791
13	18	4801
13	22	4783
13	26	4977
13	30	5017
13	34	4825
13	38	5124
13	42	5039
13	46	5224
13	50	5406
13	54	5517
13	58	5619
14	3	5411
14	7	5450
14	11	5486
14	15	5432
14	19	5241
14	23	5413
14	27	5555
14	31	5629
14	35	5669
14	39	5607
14	43	5828
14	47	5954
14	51	5951
14	55	6228
14	59	6314
15	0	6156
15	4	6296
15	8	6233
15	12	6430
15	16	6200
15	20	6390
15	24	6219
15	28	6586
15	32	6654
15	36	6648
15	40	6836
15	44	6758
15	48	7078
15	52	7258
15	56	7475
16	1	7279
16	5	7875
16	9	7735
16	13	7968
16	17	7822
16	21	8090
16	25	8189
16	29	8261
16	33	8177
16	37	8375
16	41	8175
16	45	8715
16	49	8304
16	53	8931
16	57	8654
17	2	8667
17	6	8555
17	10	8900
17	14	9255
17	18	9085
17	22	9129
17	26	9087
17	30	8844
17	34	8985
17	38	8874
17	42	8762
17	46	8876
17	50	8708
17	54	8744
17	58	8794
18	3	8666
18	7	8677
18	11	8801
18	15	8575
18	19	8414
18	23	8514
18	27	8846
18	31	8493
18	35	8442
18	39	8537
18	43	8558
18	47	8514
18	51	8634
18	55	8818
18	59	8633
19	0	8765
19	4	8593
19	8	8641
19	12	8571
19	16	8685
19	20	8568
19	24	8403
19	28	8439
19	32	8615
19	36	8502
19	40	8413
19	44	8342
19	48	8653
19	52	8571
19	56	8486
20	1	8605
20	5	8494
20	9	8311
20	13	8401
20	17	8529
20	21	8593
20	25	8418
20	29	8313
20	33	8448
20	37	8346
20	41	8247
20	45	8353
20	49	8238
20	53	8263
20	57	8300
21	2	8370
21	6	8342
21	10	8297
21	14	8235
21	18	8311
21	22	8607
21	26	8469
21	30	8651
21	34	8605
21	38	8690
21	42	8548
21	46	8781
21	50	8860
21	54	8968
21	58	9088
22	3	9042
22	7	9079
22	11	9190
22	15	9115
22	19	9269
22	23	9332
22	27	9247
22	31	9547
22	35	9541
22	39	9753
22	43	9854
22	47	9819
22	51	9772
22	55	10133
22	59	10056
23	0	10209
23	4	9909
23	8	9981
23	12	9982
23	16	10043
23	20	9906
23	24	9822
23	28	10074
23	32	10079
23	36	10176
23	40	9894
23	44	10030
23	48	10003
23	52	9867
23	56	10442
0	2	10001
0	6	9944
0	10	9840
0	14	9817
0	18	9791
0	22	9630
0	26	10003
0	30	9651
0	34	9546
0	38	9579
0	42	9576
0	46	9534
0	50	9556
0	54	9446
0	58	9272
1	3	9225
1	7	9180
1	11	9109
1	15	9098
1	19	9107
1	23	9008
1	27	8987
1	31	9008
1	35	8950
1	39	9067
1	43	8814
1	47	8750
1	51	8836
1	55	8739
1	59	8708
2	0	8550
2	4	8613
2	8	8285
2	12	8275
2	16	8296
2	20	8237
2	24	7949
2	28	7965
2	32	8133
2	36	7789
2	40	7891
2	44	7798
2	48	7603
2	52	7540
2	56	7384
3	1	7369
3	5	7174
3	9	7151
3	13	6948
3	17	6854
3	21	6756
3	25	6604
3	29	6801
3	33	6496
3	37	6494
3	41	6302
3	45	6295
3	49	6110
3	53	5980
3	57	6023
4	2	5776
4	6	5495
4	10	5725
4	14	5466
4	18	5253
4	22	5258
4	26	5127
4	30	5037
4	34	4930
4	38	4966
4	42	4783
4	46	4697
4	50	4597
4	54	4444
4	58	4376
5	3	4339
5	7	3980
5	11	4021
5	15	3875
5	19	3843
5	23	3627
5	27	3584
5	31	3550
5	35	3433
5	39	3274
5	43	3271
5	47	3285
5	51	3100
5	55	3111
5	59	3018
6	0	3079
6	4	2953
6	8	2768
6	12	2700
6	16	2597
6	20	2687
6	24	2553
6	28	2422
6	32	2360
6	36	2382
6	40	2256
6	44	2223
6	48	2078
6	52	2201
6	56	2072
7	1	1954
7	5	1965
7	9	1849
7	13	1774
7	17	1758
7	21	1641
7	25	1573
7	29	1509
7	33	1473
7	37	1448
7	41	1392
7	45	1341
7	49	1326
7	53	1257
7	57	1210
8	2	1254
8	6	1097
8	10	1097
8	14	1020
8	18	1019
8	22	1033
8	26	946
8	30	990
8	34	1003
8	38	836
8	42	801
8	46	870
8	50	808
8	54	864
8	58	810
9	3	842
9	7	812
9	11	773
9	15	767
9	19	817
9	23	822
9	27	799
9	31	781
9	35	746
9	39	799
9	43	765
9	47	859
9	51	881
9	55	844
9	59	887
10	0	894
10	4	927
10	8	927
10	12	905
10	16	943
10	20	1006
10	24	1037
10	28	1049
10	32	1098
10	36	1169
10	40	1289
10	44	1238
10	48	1337
10	52	1434
10	56	1529
11	1	1672
11	5	1659
11	9	1656
11	13	1679
11	17	1890
11	21	1898
11	25	1997
11	29	2160
11	33	2270
11	37	2229
11	41	2426
11	45	2563
11	49	2761
11	53	2868
11	57	2956
12	2	3077
12	6	3167
12	10	3146
12	14	3153
12	18	3525
12	22	3595
12	26	3494
12	30	3768
12	34	3869
12	38	3900
12	42	4105
12	46	4348
12	50	4405
12	54	4780
12	58	4793
13	3	4841
13	7	4838
13	11	4714
13	15	4911
13	19	4758
13	23	4805
13	27	4839
13	31	4790
13	35	5009
13	39	4932
13	43	5051
13	47	5179
13	51	5326
13	55	5434
13	59	5603
14	0	5640
14	4	5467
14	8	5472
14	12	5446
14	16	5443
14	20	5373
14	24	5448
14	28	5535
14	32	5597
14	36	5694
14	40	5647
14	44	5780
14	48	5716
14	52	6037
14	56	6257
15	1	6133
15	5	6268
15	9	6261
15	13	6252
15	17	6406
15	21	6359
15	25	6615
15	29	6323
15	33	6763
15	37	6553
15	41	6671
15	45	6833
15	49	7026
15	53	7076
15	57	7537
16	2	7812
16	6	7940
16	10	7589
16	14	7892
16	18	8038
16	22	8020
16	26	8359
16	30	8265
16	34	8115
16	38	8256
16	42	8173
16	46	8352
16	50	8574
16	54	8754
16	58	8980
17	3	8658
17	7	8549
17	11	9085
17	15	9170
17	19	8872
17	23	8970
17	27	8809
17	31	8797
17	35	8866
17	39	8949
17	43	8673
17	47	8855
17	51	8731
17	55	8967
17	59	9020
18	0	8814
18	4	8572
18	8	8683
18	12	8638
18	16	8465
18	20	8516
18	24	8386
18	28	8649
18	32	8623
18	36	8459
18	40	8384
18	44	8574
18	48	8653
18	52	8602
18	56	8724
19	1	8541
19	5	8642
19	9	8617
19	13	8533
19	17	8705
19	21	8583
19	25	8655
19	29	8564
19	33	8562
19	37	8465
19	41	8472
19	45	8604
19	49	8507
19	53	8458
19	57	8690
20	2	8504
20	6	8511
20	10	8285
20	14	8452
20	18	8413
20	22	8466
20	26	8343
20	30	8444
20	34	8212
20	38	8484
20	42	8264
20	46	8468
20	50	8322
20	54	8464
20	58	8567
21	3	8417
21	7	8499
21	11	8671
21	15	8510
21	19	8499
21	23	8569
21	27	8582
21	31	8702
21	35	8576
21	39	8572
21	43	8731
21	47	8730
21	51	8817
21	55	8959
21	59	8947
22	0	9054
22	4	8988
22	8	9206
22	12	9327
22	16	9200
22	20	9074
22	24	9323
22	28	9427
22	32	9289
22	36	9645
22	40	9458
22	44	9530
22	48	9866
22	52	9692
22	56	9777
23	1	9914
23	5	10065
23	9	10168
23	13	10066
23	17	10099
23	21	10170
23	25	10202
23	29	9938
23	33	10158
23	37	9883
23	41	10067
23	45	10086
23	49	10177
23	53	9933
23	57	10111
0	3	9933
0	7	10010
0	11	9771
0	15	9855
0	19	9747
0	23	9657
0	27	9718
0	31	9588
0	35	9721
0	39	9531
0	43	9523
0	47	9439
0	51	9545
0	55	9619
0	59	9524
1	0	9425
1	4	9220
1	8	9053
1	12	9129
1	16	9290
1	20	9039
1	24	9145
1	28	9077
1	32	9064
1	36	9052
1	40	8751
1	44	8832
1	48	8842
1	52	8780
1	56	8629
2	1	8576
2	5	8242
2	9	8417
2	13	8315
2	17	8195
2	21	8124
2	25	8203
2	29	8060
2	33	8041
2	37	7867
2	41	7880
2	45	7582
2	49	7520
2	53	7427
2	57	7280
3	2	7187
3	6	7174
3	10	6914
3	14	7026
3	18	6792
3	22	6611
3	26	6802
3	30	6525
3	34	6589
3	38	6404
3	42	6287
3	46	6216
3	50	5975
3	54	5861
3	58	6066
4	3	5888
4	7	5462
4	11	5421
4	15	5411
4	19	5419
4	23	5188
4	27	5251
4	31	4895
4	35	4907
4	39	4861
4	43	4806
4	47	4688
4	51	4532
4	55	4421
4	59	4336
5	0	4298
5	4	4184
5	8	4117
5	12	3958
5	16	3943
5	20	3874
5	24	3749
5	28	3637
5	32	3584
5	36	3508
5	40	3213
5	44	3306
5	48	3247
5	52	3149
5	56	2993
6	1	3001
6	5	2981
6	9	2759
6	13	2747
6	17	2782
6	21	2580
6	25	2475
6	29	2397
6	33	2373
6	37	2245
6	41	2204
6	45	2097
6	49	2113
6	53	2178
6	57	2100
7	2	1976
7	6	1956
7	10	1785
7	14	1744
7	18	1705
